,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3556,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5
5982,Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,13.5
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3.85
4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.19
4895,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
2465,Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16.75
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6.89
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
2506,Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75
580,Honda City i DTEC VX Option,Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.88
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.9
3691,Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.7
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.96
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5
5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5
5001,Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99
4637,Renault KWID RXT,Hyderabad,2016,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.0
5068,Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0
1491,Maruti Ritz VXI,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25
4434,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.9
2580,Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.35
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95
2436,Hyundai i10 Magna LPG,Jaipur,2012,53000,LPG,Manual,Second,19.2,1086.0,68.05,5.0,2.85
2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,6.53
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10.75
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.1
2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.2
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.63
5745,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.98
4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.25
5815,Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,9.46
2844,Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24
4572,Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.79
5902,Maruti Wagon R LXI CNG,Mumbai,2012,72000,CNG,Manual,First,26.2,998.0,58.2,5.0,2.25
4377,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,45.82
38,Mercedes-Benz M-Class ML 350 CDI,Pune,2013,85000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,28.0
4094,Maruti Wagon R VXI BS IV,Pune,2015,25200,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35
4234,Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,26.0
5104,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2.69
1787,Ford Figo Petrol Titanium,Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4
5638,Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.64
1221,Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,1.35
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,3.25
1402,Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2.55
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.65
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.16
1063,Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.6
3812,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,5.9
4319,Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.95
1115,Toyota Etios VD,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75
1373,Maruti Wagon R VXI BS IV,Jaipur,2013,62700,Petrol,Manual,Second,20.51,998.0,67.04,5.0,2.85
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4
3802,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.15
3547,Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25
5377,Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2.38
4095,Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,25.02
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.0
3586,Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,2.6
4946,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
5904,Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.35
1709,Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44
1355,Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,14.4
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.4
3765,Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.3
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.62
5846,Hyundai Santro Xing GL Plus,Delhi,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5
3435,Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4.5
2919,Volkswagen Vento Diesel Highline,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0
2626,Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,8.5
1592,Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,67.83
5453,Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,0.75
3295,Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8
2923,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25
2973,Volvo S60 D4 KINETIC,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
1446,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11.75
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
5047,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19
919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65
5466,Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.5
2568,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.25
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,4.5
4974,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
1953,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.35
2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.9
2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,12.0
3972,Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798.0,138.1,5.0,5.1
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,2.0
2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,2.75
585,Toyota Fortuner 4x2 AT,Mumbai,2015,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.11
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.0
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0
1605,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,47.35
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7
5149,Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,10.91
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5
861,Hyundai i20 Magna 1.2,Hyderabad,2014,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.95
4519,Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,3.95
3971,Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.25
676,Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.15
2900,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0
2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.25
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29,1591.0,121.3,5.0,10.75
3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.0
4309,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0,2179.0,140.0,7.0,6.82
1813,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.75
494,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5
4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75
4179,Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.95
825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45
887,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75
4281,Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0
1780,Maruti Wagon R LXI CNG,Mumbai,2013,25755,CNG,Manual,First,26.6,998.0,58.16,5.0,3.15
2892,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95
790,Maruti Omni E 8 Str STD,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
1834,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,3.9
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25
2282,Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,84056,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.75
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7
2406,Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,23.0
4387,BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,52.0
5732,Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.35
2511,Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.0
2495,Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3.75
2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.3
1694,Hyundai i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96
1273,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.4
5993,Hyundai Elantra SX,Mumbai,2014,55619,Petrol,Manual,First,16.3,1797.0,147.5,5.0,8.3
4150,Hyundai i10 Magna 1.2,Jaipur,2011,40496,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65
5879,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,11.85
3409,Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,3.65
4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25
903,Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5
1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5.99
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7
1949,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,4.45
5179,Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18.0
1251,Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75
560,Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0
4509,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.25
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5
2365,Toyota Corolla H5,Delhi,2006,79000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.67
5716,Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.53
4272,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997.0,218.0,5.0,2.65
2027,Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5
1964,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.8
130,Maruti Ciaz VXi Plus,Kochi,2017,44285,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.47
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
142,Maruti Swift VVT VXI,Kochi,2016,34204,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.43
2254,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,22.58
1300,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.0
2476,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.5
2647,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.5
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5
3568,Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.5
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48
4645,BMW 1 Series 118d Base,Pune,2015,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,16.0
2616,Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,5.25
4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.22
112,Tata Nano Twist XT,Bangalore,2014,25500,Petrol,Manual,First,25.4,624.0,37.5,4.0,2.15
168,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,45.0
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
2602,Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.61
2005,Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,17.5
2515,BMW 6 Series Gran Coupe,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,44.0
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11
2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27
881,Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.25
1884,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.07
4987,Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,1.45
2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15
3899,Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,18.25
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.5
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
1850,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.0
3950,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,4.65
